System,Type,RA(deg),Dec(deg),Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Teff,err,err,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup,errdn,loggA,errup,errdn,rho_A,errup,errdn,e,errup,errdown,a(AU),errup,errdown,M_b,errup,errdn,R_b,errup,errdn,g_b,errup,errdn,rho_b,errup,errdn,Teq,err,err,Lambda,err,err,Psi,err,err
HD_003167c,TEP,8.73967,4.38147,8.94,7.07,0.2029,0.1,2457394.978,0.00057,29.846495,0.000016,5300,73,73,0.037,0.048,0.048,0.852,0.026,0.015,0.871,0.006,0.006,4.47,0.05,0.05,1.289,0.041,0.041,0,0.15,0,0.1783,0.0025,0.0025,0.0336,0.0027,0.0025,0.2604,0.0044,0.0043,-1,-1,-1,1.77,0.17,0.16,565,9,9,-108.9,5.4,5.5,107.7,5.1,4.9
HD_015337b,TEP,36.86825,-27.63519,9.18,7.04,0.1049,0.03,2458411.462,0.00057,4.756216,0.000081,5125,50,50,0.15,0.1,0.1,0.9,0.03,0.03,0.856,0.017,0.017,4.52,0.02,0.02,-1,-1,-1,0.09,0.06,0.06,0.0535,0.0016,0.0016,0.024,0.003,0.003,0.1414,0.005,0.005,-1,-1,-1,7.9,1.4,1.2,989,15,15,-999,-999,-999,-999,-999,-999
HD_015337c,TEP,36.86825,-27.63519,9.18,7.04,0.0928,0.08,2458414.552,0.00075,17.17753,0.00077,5125,50,50,0.15,0.1,0.1,0.9,0.03,0.03,0.856,0.017,0.017,4.52,0.02,0.02,-1,-1,-1,0.08,0.1,0.06,0.1261,0.0038,0.0038,0.0232,0.0051,0.0051,0.206,0.0098,0.0092,-1,-1,-1,2.5,0.7,0.6,644,10,10,-999,-999,-999,-999,-999,-999
HD_017156,TEP,42.43537,71.75322,8.17,6.76,0.13098,0.6,2454884.028,0.000073,21.2163979,0.0000159,6079,56,56,0.24,0.05,0.05,1.297,0.07,0.07,1.487,0.042,0.042,4.207,0.018,0.018,0.395,0.022,0.022,0.6753,0.0036,0.0036,0.1637,0.0029,0.0029,3.262,0.113,0.113,1.065,0.035,0.035,71.2,3.7,3.7,2.52,0.2,0.2,883,11,11,10,5.1,5.1,-999,-999,-999
HD_020329,TEP,49.17762,15.65722,8.74,7.12,0.0526,0.02,2459472.143,0.00079,0.926118,0.00047,5596,50,50,-0.07,0.06,0,0.9,0.05,0.05,1.13,0.02,0.02,4.4,0.07,0.07,0.62,0.05,0.05,0,-1,-1,0.018,0.0003,0.0003,0.0233,0.0034,0.0034,0.153,0.006,0.006,24.7,4.1,4.1,6.1,1.2,1.2,2141,17,17,-999,-999,-999,-999,-999,-999
HD_021749b,TEP,51.75021,-63.50017,8.14,5.38,0.138,0.14,2458350.312,0.0007,35.6133,0.0005,4640,100,100,0.003,0.06,0.06,0.73,0.07,0.07,0.695,0.03,0.03,4.613,0.052,0.061,2.88,0.53,0.4,0,-1,-1,0.209,0.022,0.021,0.0629,0.0085,0.0085,0.255,0.019,0.018,-1,-1,-1,3.5,1.4,1.1,407,22,19,-999,-999,-999,-999,-999,-999
HD_021749c,TEP,51.75021,-63.50017,8.14,5.38,0.138,0.04,2458332.278,0.0034,7.7902,0.0005,4640,100,100,0.003,0.06,0.06,0.73,0.07,0.07,0.695,0.03,0.03,4.613,0.052,0.061,2.88,0.53,0.4,0,-1,-1,0.076,0.008,0.008,0,0.011,0,0.101,0.01,0.01,-1,-1,-1,0,10,0,676,11,10,-999,-999,-999,-999,-999,-999
HD_022946b,TEP,54.81983,-42.76256,8.27,6.98,0.123,0.02,2458385.73,0.0028,4.040301,0.000033,6040,48,48,-0.14,0.07,0.07,1.104,0.012,0.012,1.157,0.025,0.025,4.26,0.15,0.15,-1,-1,-1,0,-1,-1,0.0528,0.003,0.003,-1,-1,-1,0.153,0.009,0.009,-1,-1,-1,-1,-1,-1,1378,36,36,-999,-999,-999,-999,-999,-999
HD_022946c,TEP,54.81983,-42.76256,8.27,6.98,0.165,0.05,2458386.188,0.0013,9.573096,0.000025,6040,48,48,-0.14,0.07,0.07,1.104,0.012,0.012,1.157,0.025,0.025,4.26,0.15,0.15,-1,-1,-1,0,-1,-1,0.0939,0.0054,0.0054,-1,-1,-1,0.244,0.012,0.012,-1,-1,-1,-1,-1,-1,1033,27,27,-999,-999,-999,-999,-999,-999
HD_023472b,TEP,34.64937,-62.76728,9.72,7.35,0.111,0.07,2458360.664,0.0012,17.667087,0.000042,4684,99,99,-0.2,0.05,0.05,0.67,0.03,0.03,0.71,0.02,0.02,4.53,0.08,0.08,1.88,0.18,0.18,0.042,0.034,0.026,0.1162,0.0018,0.0018,0.0262,0.0025,0.0025,0.178,0.01,0.009,-1,-1,-1,4.64,0.9,0.75,543,18,18,-999,-999,-999,-999,-999,-999
HD_023472c,TEP,34.64937,-62.76728,9.72,7.35,0.123,0.06,2458370.104,0.0019,29.79749,0.00014,4684,99,99,-0.2,0.05,0.05,0.67,0.03,0.03,0.71,0.02,0.02,4.53,0.08,0.08,1.88,0.18,0.18,0.056,0.051,0.039,0.1646,0.0024,0.0024,0.0107,0.0028,0.0025,0.167,0.011,0.01,-1,-1,-1,2.34,0.75,0.63,467,19,18,-999,-999,-999,-999,-999,-999
HD_023472d,TEP,34.64937,-62.76728,9.72,7.35,0.083,0.01,2458357.84,0.0061,3.97664,0.00003,4684,99,99,-0.2,0.05,0.05,0.67,0.03,0.03,0.71,0.02,0.02,4.53,0.08,0.08,1.88,0.18,0.18,0.069,0.053,0.046,0.04298,0.00063,0.00065,0.0017,0.0007,0.0006,0.0669,0.006,0.0051,-1,-1,-1,5.7,2.9,2.3,909,35,32,-999,-999,-999,-999,-999,-999
HD_023472e,TEP,34.64937,-62.76728,9.72,7.35,0.103,0.01,2458354.566,0.0066,7.90754,0.00011,4684,99,99,-0.2,0.05,0.05,0.67,0.03,0.03,0.71,0.02,0.02,4.53,0.08,0.08,1.88,0.18,0.18,0.056,0.054,0.038,0.068,0.001,0.001,0.0023,0.0009,0.0008,0.073,0.0071,0.0058,-1,-1,-1,5.7,2.9,2.3,723,28,25,-999,-999,-999,-999,-999,-999
HD_023472f,TEP,34.64937,-62.76728,9.72,7.35,0.118,0.02,2458360.075,0.0063,12.16218,0.00011,4684,99,99,-0.2,0.05,0.05,0.67,0.03,0.03,0.71,0.02,0.02,4.53,0.08,0.08,1.88,0.18,0.18,0.048,0.044,0.034,0.0906,0.0014,0.0014,0.0023,0.0014,0.0013,0.1014,0.0075,0.0069,-1,-1,-1,2.3,1.5,1.2,630,27,23,-999,-999,-999,-999,-999,-999
HD_028109b,TEP,65.23804,-68.10264,9.38,8.81,0.2082,0.02,2458344.818,0.0076,22.891,0.0036,6120,50,50,0,0.1,0.1,1.446,0.035,0.035,1.26,0.08,0.08,4.13,0.1,0.1,-1,-1,-1,0,0.33,0,0.1357,0.0034,0.0034,0.058,0.029,0.024,0.196,0.009,0.009,-1,-1,-1,-1,-1,-1,881,8,8,-999,-999,-999,-999,-999,-999
HD_028109c,TEP,65.23804,-68.10264,9.38,8.81,0.351,0.08,2458377.801,0.0073,56.0082,0.002,6120,50,50,0,0.1,0.1,1.446,0.035,0.035,1.26,0.08,0.08,4.13,0.1,0.1,-1,-1,-1,0,0.12,0,0.308,0.011,0.011,0.025,0.013,0.01,0.377,0.01,0.01,-1,-1,-1,-1,-1,-1,582,9,9,-999,-999,-999,-999,-999,-999
HD_028109d,TEP,65.23804,-68.10264,9.38,8.81,0.403,0.05,2458355.673,0.0043,84.26,0.007,6120,50,50,0,0.1,0.1,1.446,0.035,0.035,1.26,0.08,0.08,4.13,0.1,0.1,-1,-1,-1,0,0.086,0,0.411,0.016,0.016,0.018,0.009,0.007,0.29,0.01,0.01,-1,-1,-1,-1,-1,-1,507,8,8,-999,-999,-999,-999,-999,-999
HD_056414,TEP,107.84367,-68.83342,9.22,8.82,0.32,0.05,2458348.324,0.005,29.04992,0.00021,8500,150,150,0,0.3,0,1.89,0.11,0.11,1.751,0.065,0.065,-1,-1,-1,-1,-1,-1,0,0.68,0,0.229,0.004,0.004,-1,-1,-1,0.331,0.018,0.018,-1,-1,-1,-1,-1,-1,1133,30,30,-999,-999,-999,-999,-999,-999
HD_063433b,TEP,117.47942,27.36319,6.91,5.36,0.129,0.05,2458845.373,0.00083,7.1079475,0.0000089,5700,76,75,0.02,0.06,0.06,0.994,0.027,0.028,0.897,0.019,0.019,4.54,0.05,0.05,1.376,0.078,0.078,0.09,0.14,0.07,0.0722,0.0007,0.0007,0.0075,0.0094,0.0057,0.18,0.005,0.004,-1,-1,-1,1.2,1.5,1.1,969,17,17,8,33,45,-999,-999,-999
HD_063433c,TEP,117.47942,27.36319,6.91,5.36,0.173,0.07,2458844.059,0.00066,20.543828,0.000024,5700,76,75,0.02,0.06,0.06,0.994,0.027,0.028,0.897,0.019,0.019,4.54,0.05,0.05,1.376,0.078,0.078,0.11,0.18,0.07,0.147,0.001,0.001,0.059,0.022,0.022,0.218,0.006,0.006,-1,-1,-1,5.4,2.1,2,680,12,12,-999,-999,-999,-999,-999,-999
HD_063935b,TEP,117.925,9.38606,8.58,6.88,0.14,0.09,2458494.446,0.001,9.058811,0.000017,5534,100,100,0.07,0.06,0.06,0.933,0.054,0.054,0.959,0.042,0.042,4.38,0.1,0.1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.034,0.0057,0.0057,0.267,0.012,0.012,-1,-1,-1,1.6,0.4,0.4,911,27,27,-999,-999,-999,-999,-999,-999
HD_063935c,TEP,117.925,9.38606,8.58,6.88,0.202,0.08,2459231.828,0.0014,21.402,0.0019,5534,100,100,0.07,0.06,0.06,0.933,0.054,0.054,0.959,0.042,0.042,4.38,0.1,0.1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.0349,0.0075,0.0075,0.259,0.012,0.012,-1,-1,-1,1.9,0.5,0.5,684,21,21,-999,-999,-999,-999,-999,-999
HD_073583b,TEP,129.68858,-13.25669,9.67,6.95,0.0895,0.2,2458517.69,0.00058,6.398042,0.0000064,4511,110,110,0,0.09,0.09,0.73,0.02,0.02,0.65,0.02,0.02,4.62,0.12,0.12,2.66,0.27,0.27,0.09,0.09,0.06,0.0604,0.0027,0.0026,0.032,0.011,0.01,0.249,0.009,0.009,12.7,4.4,3.9,1.94,0.72,0.61,714,21,20,-999,-999,-999,-999,-999,-999
HD_073583c,TEP,129.68858,-13.25669,9.67,6.95,0.1527,0.2,2459232.168,0.0022,18.87974,0.0008,4511,110,110,0,0.09,0.09,0.73,0.02,0.02,0.65,0.02,0.02,4.62,0.12,0.12,2.66,0.27,0.27,0.08,0.11,0.06,0.1242,0.0055,0.0054,0.031,0.006,0.005,0.213,0.009,0.008,16.6,3.4,3.2,2.92,0.69,0.6,498,15,15,-999,-999,-999,-999,-999,-999
HD_080606,TEP,140.65654,50.60372,9.06,7.32,0.499,1.6,2458888.075,0.002,111.436765,0.000074,5584,13,13,0.316,0.018,0.018,1.018,0.057,0.057,1.037,0.035,0.035,4.415,0.022,0.022,0.913,0.062,0.062,0.93183,0.00014,0.00014,0.4603,0.0021,0.0021,4.1641,0.0047,0.0047,1.032,0.015,0.015,-1,-1,-1,-1,-1,-1,405,7,7,42,8,8,-999,-999,-999
HD_080653,TEP,140.33925,14.36792,9.45,8.02,0.0749,0.02,2458134.424,0.0007,0.719573,0.000021,6022,72,72,0.25,0.05,0.05,1.18,0.04,0.04,1.22,0.01,0.01,4.34,0.02,0.02,0.64,0.04,0.04,0,-1,-1,0.0166,0.0003,0.0003,0.0176,0.0014,0.0014,0.1439,0.0063,0.0063,-1,-1,-1,5.6,0.8,0.8,3167,40,40,-999,-999,-999,-999,-999,-999
HD_086226c,TEP,149.12433,-24.09939,8,6.46,0.13,0.04,2458543.254,0.0007,3.98442,0.00018,5863,88,88,0.018,0.057,0.043,1.019,0.061,0.066,1.053,0.026,0.026,4.4,0.029,0.032,0.869,0.065,0.064,0.075,0.065,0.048,0.049,0.001,0.001,0.0228,0.0037,0.0035,0.193,0.007,0.007,-1,-1,-1,2.99,0.59,0.55,1311,28,28,-999,-999,-999,-999,-999,-999
HD_093963b,TEP,162.77712,52.64117,9.18,7.78,0.0755,0.014,2458901.277,0.0016,1.0391353,0.0000047,5987,64,64,0.1,0.04,0.04,1.109,0.043,0.043,1.043,0.009,0.009,4.49,0.11,0.11,1.387,0.064,0.064,-1,-1,-1,0.02085,0.00037,0.00037,0.025,0.01,0.01,0.1204,0.0037,0.0037,-1,-1,-1,-1,-1,-1,2042,27,27,-999,-999,-999,-999,-999,-999
HD_093963c,TEP,162.77712,52.64117,9.18,7.78,0.0945,0.081,2458902.873,0.00098,3.64514,0.000012,5987,64,64,0.1,0.04,0.04,1.109,0.043,0.043,1.043,0.009,0.009,4.49,0.11,0.11,1.387,0.064,0.064,-1,-1,-1,0.04813,0.00085,0.00085,0.06,0.012,0.012,0.288,0.0053,0.0053,-1,-1,-1,-1,-1,-1,1344,18,18,-999,-999,-999,-999,-999,-999
HD_095338,TEP,164.85958,-56.62303,8.6,6.59,0.5,0.3,2458585.28,0.0006,55.087,0.02,5212,16,11,0.04,0.1,0.1,0.83,0.02,0.02,0.87,0.04,0.04,4.54,0.21,0.21,-1,-1,-1,0.197,0.029,0.024,0.262,0.002,0.002,0.1335,0.007,0.0065,0.347,0.017,0.018,-1,-1,-1,3,0.47,0.48,385,17,17,-999,-999,-999,-999,-999,-999
HD_097658,TEP,168.63817,25.71039,7.71,5.73,0.1187,0.077,2456361.806,0.00024,9.4893077,0.0000015,5170,44,44,-0.23,0.03,0.03,0.77,0.05,0.05,0.746,0.016,0.034,4.583,0.047,0.054,1.89,0.23,0.2,0.03,0.034,0.032,0.08,0.0017,0.0018,0.0246,0.0017,0.0014,0.2005,0.0087,0.0085,14.7,2.1,1.9,2.85,0.46,0.38,757,12,13,-999,-999,-999,-999,-999,-999
HD_106315b,TEP,183.47246,-0.39347,8.95,7.85,0.16,0.03,2458427.132,0.001,9.55211,0.00002,6364,87,87,-0.22,0.09,0.09,1.154,0.042,0.042,1.269,0.024,0.024,4.291,0.025,0.025,-1,-1,-1,0.093,0.11,0.068,0.0924,0.0011,0.0012,0.033,0.01,0.01,0.214,0.018,0.018,-1,-1,-1,3.1,1.4,1.1,1153,25,25,-999,-999,-999,-999,-999,-999
HD_106315c,TEP,183.47246,-0.39347,8.95,7.85,0.197,0.094,2457569.018,0.00097,21.05652,0.00012,6364,87,87,-0.22,0.09,0.09,1.154,0.042,0.042,1.269,0.024,0.024,4.291,0.025,0.025,-1,-1,-1,0.22,0.15,0.15,0.1565,0.0019,0.002,0.038,0.012,0.012,0.391,0.008,0.008,-1,-1,-1,0.59,0.2,0.2,886,20,20,-2.7,2.7,2.6,-999,-999,-999
HD_108236b,TEP,186.57454,-51.36283,9.24,7.64,0.0958,0.03,2458572.11,0.00065,3.7958785,0.0000073,5660,61,61,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.067,0.025,0.026,0.0451,0.0004,0.0004,-1,-1,-1,0.1416,0.0025,0.0025,-1,-1,-1,-1,-1,-1,1202,13,13,-999,-999,-999,-999,-999,-999
HD_108236c,TEP,186.57454,-51.36283,9.24,7.64,0.1214,0.05,2458572.394,0.00066,6.2036717,0.0000096,5660,61,61,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.091,0.021,0.033,0.0626,0.0006,0.0006,-1,-1,-1,0.1893,0.0022,0.0022,-1,-1,-1,-1,-1,-1,1021,11,11,-999,-999,-999,-999,-999,-999
HD_108236d,TEP,186.57454,-51.36283,9.24,7.64,0.1556,0.09,2458571.337,0.0006,14.175818,0.000024,5660,61,61,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.075,0.021,0.022,0.1087,0.001,0.001,-1,-1,-1,0.2345,0.0028,0.0028,-1,-1,-1,-1,-1,-1,775,8,8,-999,-999,-999,-999,-999,-999
HD_108236e,TEP,186.57454,-51.36283,9.24,7.64,0.1672,0.12,2458586.567,0.00055,19.5901277,0.00003,5660,61,61,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.073,0.014,0.017,0.1348,0.0012,0.0012,-1,-1,-1,0.2684,0.0029,0.0029,-1,-1,-1,-1,-1,-1,696,8,8,-999,-999,-999,-999,-999,-999
HD_108236f,TEP,186.57454,-51.36283,9.24,7.64,0.1583,0.03,2458616.04,0.0014,29.53935,0.00013,5660,61,61,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.024,0.024,0.016,0.1773,0.0016,0.0016,-1,-1,-1,0.1686,0.0036,0.0036,-1,-1,-1,-1,-1,-1,607,7,7,-999,-999,-999,-999,-999,-999
HD_109833b,TEP,189.77667,-74.574,9.31,7.82,0.12,0.05,2458604.574,0.00094,9.188526,0.000025,5881,50,50,-0.07,0.08,0.08,1.08,0.05,0.05,1,0.04,0.04,4.45,0.1,0.1,1.08,0.17,0.17,0.18,0.24,0.12,-1,-1,-1,-1,-1,-1,0.258,0.014,0.011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
HD_109833c,TEP,189.77667,-74.574,9.31,7.82,0.1,0.05,2458607.757,0.0013,13.900148,0.000057,5881,50,50,-0.07,0.08,0.08,1.08,0.05,0.05,1,0.04,0.04,4.45,0.1,0.1,1.08,0.17,0.17,0.3,0.21,0.19,-1,-1,-1,-1,-1,-1,0.231,0.017,0.016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
HD_110082,TEP,192.59175,-88.12103,9.23,8,0.1213,0.05,2458629.909,0.001,10.18271,0.00004,6200,100,100,0.08,0.05,0.05,1.21,0.06,0.06,1.19,0.06,0.06,4.2,0.3,0.3,0.7,0.1,0.1,0.2,0.2,0.1,0.113,0.009,0.013,-1,-1,-1,0.28,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
HD_110113,TEP,190.03658,-44.31208,10.06,8.5,0.099,0.03,2458570.101,0.005,2.541,0.001,5732,50,50,0.14,0.02,0.02,0.997,0.06,0.06,0.968,0.018,0.018,4.46,0.05,0.05,-1,-1,-1,0.093,0.079,0.064,0.035,0.001,0.001,0.0143,0.002,0.002,0.183,0.011,0.011,-1,-1,-1,2.19,0.57,0.44,1371,14,14,-999,-999,-999,-999,-999,-999
HD_114082,TEP,197.31746,-60.30836,8.21,7.16,0.608,0.5,2459339.039,0.00051,109.75,0.39,6651,35,35,0,0.03,0.03,1.47,0.07,0.07,1.49,0.05,0.05,4.19,0.03,0.03,-1,-1,-1,0.395,0.037,0.039,0.5109,0.0081,0.0083,8,1,1,1,0.03,0.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-999,-999,-999,-999,-999
HD_118203,TEP,203.50996,53.72819,8.14,6.54,0.2352,0.35,2458724.932,0.00023,6.13498,0.000038,5692,83,83,0.223,0.073,0.073,1.257,0.051,0.056,2.103,0.055,0.054,3.891,0.019,0.02,0.135,0.009,0.009,0.316,0.021,0.021,0.0708,0.001,0.0011,2.173,0.077,0.08,1.133,0.031,0.03,41.9,2.1,2,1.39,0.01,0.01,1496,26,26,-999,-999,-999,-999,-999,-999
HD_119130,TEP,205.37625,-9.94608,9.92,8.41,0.153,0.05,2458180.284,0.0016,16.9841,0.0008,5725,65,65,0.07,0.05,0.05,1,0.03,0.03,1.09,0.03,0.03,4.33,0.04,0.04,0.81,0.18,0.17,0.04,0.06,0.03,0.13,0.01,0.01,0.077,0.014,0.014,0.235,0.01,0.009,34.8,6.8,6.6,5.6,1.2,1.1,795,33,28,-999,-999,-999,-999,-999,-999
HD_136352b,TEP,230.45063,-48.31764,5.65,4.16,0.1652,0.02,2458944.371,0.00069,11.577794,0.000024,5664,61,61,-0.24,0.05,0.05,0.876,0.026,0.032,1.054,0.014,0.014,4.39,0.11,0.11,0.764,0.064,0.064,0,0.17,0,0.0963,0.0021,0.0021,0.0147,0.0013,0.0013,0.1466,0.0031,0.0031,-1,-1,-1,4.39,0.5,0.5,905,14,14,-999,-999,-999,-999,-999,-999
HD_136352c,TEP,230.45063,-48.31764,5.65,4.16,0.1363,0.06,2458954.409,0.0005,27.592086,0.000048,5664,61,61,-0.24,0.05,0.05,0.876,0.026,0.032,1.054,0.014,0.014,4.39,0.11,0.11,0.764,0.064,0.064,0,0.08,0,0.1717,0.0037,0.0037,0.0353,0.0019,0.0018,0.2545,0.0052,0.0051,-1,-1,-1,1.99,0.17,0.15,677,11,11,-999,-999,-999,-999,-999,-999
HD_136352d,TEP,230.45063,-48.31764,5.65,4.16,0.3776,0.05,2459331.188,0.00098,107.1363,0.0022,5664,61,61,-0.24,0.05,0.05,0.876,0.026,0.032,1.054,0.014,0.014,4.39,0.11,0.11,0.764,0.064,0.064,0,0.25,0,0.4243,0.0093,0.0093,0.0272,0.0028,0.0029,0.2237,0.0037,0.0037,-1,-1,-1,2.27,0.22,0.26,431,7,7,-999,-999,-999,-999,-999,-999
HD_137496,TEP,231.74196,-16.50881,10,8.24,0.137,0.006,2458039.132,0.0029,1.62116,0.00008,5799,61,61,-0.03,0.04,0.04,1.04,0.02,0.02,1.59,0.03,0.03,4.05,0.1,0.1,0.184,0.01,0.01,0,-1,-1,0.02732,0.00019,0.00019,0.0127,0.0017,0.0017,0.117,0.005,0.004,-1,-1,-1,7.9,1.6,1.4,2130,30,29,-999,-999,-999,-999,-999,-999
HD_149026,TEP,247.62342,38.34731,8.16,6.82,0.135,0.3,2454456.788,0.00016,2.87588874,0.00000059,6147,50,50,0.36,0.05,0.05,1.345,0.02,0.02,1.541,0.046,0.042,4.189,0.02,0.021,0.353,0.03,0.04,0,-1,-1,0.04313,0.00065,0.00056,0.368,0.013,0.014,0.813,0.027,0.025,13.55,0.94,1.05,0.68,0.08,0.07,1634,90,23,12,7,7,-999,-999,-999
HD_152843b,TEP,253.78487,20.49153,8.85,7.63,0.23,0.03,2458994.283,0.0027,11.6264,0.0024,6310,100,100,-0.16,0.05,0.05,1.15,0.04,0.04,1.43,0.02,0.02,4.19,0.03,0.03,0.4,0.03,0.03,0.14,0.25,0.1,0.1053,0.003,0.0031,0.036,0.021,0.019,0.304,0.012,0.011,-1,-1,-1,1.19,0.72,0.63,-1,-1,-1,-999,-999,-999,-999,-999,-999
HD_183579,TEP,293.28579,-54.53236,8.68,7.15,0.1794,0.13,2458661.063,0.00097,17.471291,0.000028,5788,44,44,-0.023,0.05,0.05,1.031,0.025,0.026,0.985,0.037,0.026,4.5,0.03,0.03,1.08,0.09,0.11,0,0.28,0,0.1334,0.0062,0.0063,0.0642,0.0082,0.0079,0.3114,0.0062,0.00057,-1,-1,-1,1.8,0.43,0.41,752,10,10,-999,-999,-999,-999,-999,-999
HD_189733,TEP,300.18213,22.71086,7.68,5.54,0.07529,2.6,2459446.499,0.000013,2.21857519,0.00000007,4969,43,43,-0.03,0.05,0.05,0.783,0.041,0.041,0.784,0.007,0.007,4.51,0.03,0.03,1.625,0.094,0.094,0.0041,0.0025,0.002,0.03142,0.00052,0.00052,1.15,0.039,0.039,1.151,0.038,0.038,21.5,1.2,1.2,0.75,0.07,0.07,1191,20,20,-0.4,0.2,0.2,7,12,4
HD_191939b,TEP,302.02562,66.85031,8.97,7.18,0.1225,0.11,2459443.542,0.00024,8.8803256,0.0000047,5427,50,50,-0.16,0.08,0.08,0.92,0.06,0.06,0.945,0.021,0.021,4.4,0.1,0.1,1.16,0.62,0.28,0.031,0.01,0.011,0.0804,0.0025,0.0023,0.0315,0.0022,0.0022,0.3042,0.0067,0.0067,8.4,0.8,0.7,1.06,0.11,0.1,880,20,20,-999,-999,-999,-999,-999,-999
HD_191939c,TEP,302.02562,66.85031,8.97,7.18,0.1734,0.1,2459440.549,0.0009,28.579743,0.000045,5427,50,50,-0.16,0.08,0.08,0.92,0.06,0.06,0.945,0.021,0.021,4.4,0.1,0.1,1.16,0.62,0.28,0.034,0.034,0.013,0.1752,0.0055,0.005,0.0252,0.0031,0.0031,0.285,0.0067,0.0067,7.7,1.1,1,1.02,0.15,0.15,600,13,13,-999,-999,-999,-999,-999,-999
HD_191939d,TEP,302.02562,66.85031,8.97,7.18,0.223,0.1,2459433.906,0.0007,38.353037,0.00006,5427,50,50,-0.16,0.08,0.08,0.92,0.06,0.06,0.945,0.021,0.021,4.4,0.1,0.1,1.16,0.62,0.28,0.031,0.018,0.012,0.2132,0.0065,0.0061,0.0088,0.0019,0.0019,0.2672,0.0062,0.0062,3.1,0.7,0.7,0.43,0.1,0.1,540,11,11,-999,-999,-999,-999,-999,-999
HD_202772,TEP,319.69958,-26.61639,8.32,7.15,0.2346,0.38,2458338.61,0.00024,3.308958,0.000083,6272,71,77,0.3,0.06,0.06,1.72,0.064,0.066,2.591,0.078,0.053,3.848,0.03,0.027,0.099,0.011,0.009,0.038,0.042,0.027,0.05208,0.00064,0.00068,1.017,0.07,0.068,1.545,0.052,0.06,10.6,1,0.8,0.259,0.032,0.026,2132,28,30,-999,-999,-999,-999,-999,-999
HD_207496,TEP,205.44892,-77.33883,8.23,6.57,0.0734,0.07,2458658.79,0.0005,6.441008,0.000011,4819,94,94,0.095,0.038,0.038,0.8,0.04,0.04,0.769,0.026,0.026,4.51,0.04,0.04,1.77,0.2,0.2,0.231,0.042,0.049,0.0629,0.0011,0.0011,0.019,0.005,0.005,0.201,0.011,0.009,-1,-1,-1,2.39,0.73,0.69,743,26,26,-999,-999,-999,-999,-999,-999
HD_207897,TEP,325.18658,84.3335,8.37,6.31,0.1213,0.09,2458926.109,0.00048,16.202159,0.000084,5070,60,57,-0.21,0.02,0.02,0.8,0.036,0.03,0.779,0.019,0.018,4.559,0.026,0.052,1.69,0.13,0.13,0.047,0.057,0.033,0.1163,0.0017,0.0015,0.0453,0.005,0.005,0.2231,0.0073,0.007,22.5,2.9,2.7,3.81,0.58,0.52,632,8,7,-999,-999,-999,-999,-999,-999
HD_209458,TEP,330.795,18.88444,7.65,6.31,0.127,2.1,2455216.406,0.000094,3.52474859,0.00000038,6117,50,50,0.02,0.05,0.05,1.148,0.04,0.04,1.162,0.014,0.014,4.368,0.006,0.006,0.733,0.008,0.008,0,-1,-1,0.04747,0.00055,0.00055,0.714,0.017,0.017,1.38,0.017,0.017,9.3,0.08,0.08,0.272,0.004,0.004,1459,12,12,1.58,0.08,0.08,-999,-999,-999
HD_213885,TEP,338.98371,-59.86483,8,6.42,0.061,0.02,2458379.97,0.0012,1.008035,0.000021,5978,50,50,-0.04,0.03,0.03,1.068,0.02,0.018,1.1101,0.008,0.0075,4.3827,0.0095,0.0097,0.799,0.023,0.023,0,0.16,0,0.0568,0.00044,0.00032,0.0278,0.0021,0.002,0.1557,0.0045,0.0046,28.5,2.8,2.7,6.9,0.8,0.8,1265,7,8,-999,-999,-999,-999,-999,-999
HD_219134b,TEP,348.32075,57.16836,5.57,3.26,0.0394,0.036,2457126.699,0.00087,3.092926,0.00001,4699,16,16,0.11,0.04,0.04,0.81,0.03,0.03,0.778,0.005,0.005,4.567,0.018,0.018,1.719,0.073,0.073,0,0.14,0,0.03876,0.00047,0.00047,0.0149,0.0006,0.0006,0.1429,0.0049,0.0049,-1,-1,-1,4.76,0.54,0.54,1015,8,8,-999,-999,-999,-999,-999,-999
